query	target	release_date	sucos_shape	pocket_qcov	sucos_shape_pocket_qcov
A71EV2A-x7353b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.66123334061864	92.3076923076923	36.610369237494126
A71EV2A-x4752a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.13315464114535	85.0	32.413181444973546
A71EV2A-x5819a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.02142959686845	92.0	41.41971522911897
A71EV2A-x3229a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.49433146700778	92.0	40.01478494964716
A71EV2A-x1445b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	49.8051308400148	66.66666666666667	33.203420560009874
A71EV2A-x4994a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.60575663711607	88.46153846153847	42.11278471744884
A71EV2A-x4742a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.91276192653527	91.30434782608695	44.65947828074959
A71EV2A-x4516a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.8101549331541	95.23809523809524	40.77157612681344
A71EV2A-x5394a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.22308773895699	91.30434782608695	42.20368880513464
A71EV2A-x4343b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.60624074709402	91.66666666666669	37.22238735150285
A71EV2A-x0202b	5fx5__1__1.A__1.F__1.A__1.F	2016-02-24 00:00:00	48.62775955533299	25.0	12.156939888833248
A71EV2A-x5288a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.60549501999808	92.0	40.11705541839823
A71EV2A-x3410a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.04514199488497	89.28571428571429	42.897448209718725
A71EV2A-x3188a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.05577719736599	95.83333333333331	43.178453147475736
A71EV2A-x3510a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.65163617323894	91.30434782608695	44.421059114696426
A71EV2A-x7056a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.8187982865364	92.3076923076923	34.90965995680283
A71EV2A-x4303a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	43.48869979098764	76.0	33.05141184115061
A71EV2A-x3191a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.558062289614426	95.83333333333331	44.61814302754716
A71EV2A-x7024a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	43.1507032684918	80.0	34.520562614793434
A71EV2A-x3548a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.88764573801561	96.0	41.17213990849498
A71EV2A-x0354a	3oyp__1__1.A__1.E__1.A__1.E	2010-09-23 00:00:00	63.30711004592981	25.0	15.826777511482453
A71EV2A-x0450a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.89282443315331	93.75	37.39952290608122
A71EV2A-x4017b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.07098637686057	91.66666666666669	34.89840417878886
A71EV2A-x5556a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.60898789605093	92.0	38.28026886436686
A71EV2A-x4283b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.66342618689251	96.0	42.8768891394168
A71EV2A-x4202b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.50927242119887	95.65217391304348	40.66104318549457
A71EV2A-x0152a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.58425929480111	71.42857142857143	28.98875663914365
A71EV2A-x7135a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.33120168171536	92.3076923076923	34.45957078312188
A71EV2A-x5594b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.75097705095457	95.65217391304348	44.71832587482611
A71EV2A-x6955a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	36.98529003387686	92.0	34.02646683116671
A71EV2A-x0396a	6ea9__1__1.A_1.B__1.F__1.B__1.F	2018-08-02 00:00:00	67.13630768898476	33.333333333333336	22.37876922966159
A71EV2A-x3280a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.07214255626832	89.28571428571429	33.99298442523957
A71EV2A-x4018a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	50.80169292862586	72.0	36.57721890861062
A71EV2A-x4798a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.50709626120592	88.88888888888889	38.672974454405264
A71EV2A-x4346a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.229647138280605	95.83333333333331	40.470078507518906
A71EV2A-x3942a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.53490019288533	92.0	39.1321081774545
A71EV2A-x4606a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.5261291159341	91.30434782608695	41.56733527976592
A71EV2A-x5449b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.20491799210868	92.3076923076923	37.1122319927157
A71EV2A-x7321a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.23257747253917	92.5925925925926	38.1783124745733
A71EV2A-x5824b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.83488336066801	95.83333333333331	42.96676322064017
A71EV2A-x4343a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.92861604924576	91.66666666666669	43.01789804514195
A71EV2A-x2513a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	54.57057561648562	88.88888888888889	48.50717832576499
A71EV2A-x4829b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.42738095970567	92.3076923076923	37.31758242434369
A71EV2A-x5544a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	36.53576047678092	92.3076923076923	33.72531736318239
A71EV2A-x0540a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	52.55270790230981	83.33333333333333	43.793923251924845
A71EV2A-x4304a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	36.59522824977716	91.30434782608695	33.41303448892697
A71EV2A-x4316a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.03418270214185	90.9090909090909	35.48562063831076
A71EV2A-x1068a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	53.133198540418725	93.33333333333331	49.5909853043908
A71EV2A-x4949a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.09875964253049	88.46153846153847	31.04890276070005
A71EV2A-x3207a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.190092661617854	95.65217391304348	43.22530602415621
A71EV2A-x4310b	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	48.275552360083786	80.0	38.62044188806703
A71EV2A-x1019a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.49722298902882	93.75	42.65364655221452
A71EV2A-x4476a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.54177156915767	88.46153846153847	34.97925946502409
A71EV2A-x7369a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.7108362028741	88.88888888888889	35.29852106922142
A71EV2A-x3403a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.97289231472679	92.0	38.615060929548655
A71EV2A-x4514a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.1553365034066	95.45454545454544	38.330093935069925
A71EV2A-x4806b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.77222120614657	95.83333333333331	41.94837865589045
A71EV2A-x7597a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.67421070256633	88.46153846153847	36.865647929193294
A71EV2A-x3944a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	34.36828785421774	90.0	30.931459068795963
A71EV2A-x4824a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.73940814248088	92.0	43.920255491082415
A71EV2A-x5758a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.01452568436997	92.5925925925926	39.82826452256479
A71EV2A-x4541a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.40228408072401	91.30434782608695	40.54121589979148
A71EV2A-x7369b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.19631034793338	88.88888888888889	34.84116475371856
A71EV2A-x5383a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.074899695298505	92.5925925925926	34.328610828980096
A71EV2A-x0229a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.355095383873845	71.42857142857143	32.39649670276703
A71EV2A-x4373a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.707575587601646	96.0	40.99927256409758
A71EV2A-x5898a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.64613901481593	95.45454545454544	36.88949633232429
A71EV2A-x4954a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	53.74089293342317	95.65217391304348	51.40433237110042
A71EV2A-x0351c	6t82__1__1.A_1.B__1.E__1.B__1.E	2019-10-23 00:00:00	42.046823651481176	20.0	8.409364730296236
A71EV2A-x4596b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.97692284800904	95.45454545454544	44.84160817309953
A71EV2A-x4980a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.69543486411027	96.15384615384616	40.09176429241372
A71EV2A-x5425b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.13685712856072	95.45454545454544	41.17609089544431
A71EV2A-x4986b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.73852469326688	92.0	34.71944271780553
A71EV2A-x5822a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.00204145679578	95.83333333333331	33.54362306276262
A71EV2A-x3975a	4fvd__1__2.A__2.B__2.A__2.B	2012-06-29 00:00:00	47.34591872481289	83.33333333333333	39.4549322706774
A71EV2A-x4746a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.46828886563284	88.46153846153847	41.106563227290586
A71EV2A-x7608a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.98856171600959	92.3076923076923	37.8355954301627
A71EV2A-x5635b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.582509217749006	95.45454545454544	46.37421334421495
A71EV2A-x0571a	6ea9__1__1.A_1.B__1.F__1.B__1.F	2018-08-02 00:00:00	52.1428848844521	14.285714285714286	7.44898355492173
A71EV2A-x3488a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.03732642384472	89.28571428571429	33.06904144986136
A71EV2A-x6973a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	32.92360292578154	88.88888888888889	29.26542482291692
A71EV2A-x6877a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.21510331327234	92.0	38.83789504821056
A71EV2A-x4661a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.95340666787816	95.45454545454544	42.91007000115642
A71EV2A-x7254a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.603208710203965	92.0	35.51495201338765
A71EV2A-x7334a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.19800777263908	92.0	40.66216715082796
A71EV2A-x4416a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.78190192343753	96.15384615384616	38.251828772536086
A71EV2A-x7448a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.99838619451885	92.3076923076923	41.53697187186356
A71EV2A-x3181b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.93084976280845	54.54545454545455	26.14409987062279
A71EV2A-x2339a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.49259152728565	96.0	44.632887866194224
A71EV2A-x6944a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.64145665548205	89.28571428571429	31.822729156680406
A71EV2A-x5992a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.71128783470855	92.3076923076923	38.50272723203866
A71EV2A-x5798a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.708607311913134	91.66666666666669	41.89955670258705
A71EV2A-x4846a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	50.10101100013025	91.66666666666669	45.9259267501194
A71EV2A-x3417a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	53.35154782342855	95.23809523809524	50.81099792707481
A71EV2A-x4456b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.5345669895674	95.45454545454544	42.51026849004159
A71EV2A-x3557a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.99833594327343	88.46153846153847	36.26775871904957
A71EV2A-x2448a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	60.737383566493484	12.5	7.592172945811686
A71EV2A-x4563a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.57235110307712	95.23809523809524	38.64033438388297
A71EV2A-x6955b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.94807223410062	96.15384615384616	34.56545407125059
A71EV2A-x6714a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	52.12088038526769	91.66666666666669	47.77747368649539
A71EV2A-x5268a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.011827935344506	92.5925925925926	40.7516925327264
A71EV2A-x5016a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.713548426421546	95.65217391304348	44.682524581794524
A71EV2A-x7570a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.13121543759208	92.0	41.52071820258471
A71EV2A-x2304a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.1518495447432	95.45454545454544	45.00858365634578
A71EV2A-x4386a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.72109965669418	92.0	42.983411684158646
A71EV2A-x5151a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.479730254093205	95.65217391304348	44.45887241695872
A71EV2A-x1081b	5iyt__2__1.B__1.C__1.B__1.C	2016-03-24 00:00:00	76.59961994095377	0.0	0.0
A71EV2A-x0554a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	56.46249141936467	95.0	53.63936684839643
A71EV2A-x4689a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.571718164455305	92.0	39.165980711298886
A71EV2A-x2290a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	50.74973302221	95.0	48.212246371099496
A71EV2A-x5608b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.67794704625828	95.23809523809524	46.35994956786504
A71EV2A-x0497a	2hal__1__1.A__1.C__1.A__1.C	2006-06-13 00:00:00	59.36777118502257	25.0	14.841942796255642
A71EV2A-x3890a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.0182269102679	92.0	41.41676875744647
A71EV2A-x5452a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.27519697326228	92.0	44.4131812154013
A71EV2A-x7284a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	34.59242453345752	92.3076923076923	31.931468800114622
A71EV2A-x3989a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.23416659920954	90.9090909090909	39.30378781746322
A71EV2A-x7021a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.97822542286481	88.46153846153847	38.01919941253426
A71EV2A-x3568a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.820438089510105	88.0	42.96198551876889
A71EV2A-x6035a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.273432345807855	88.0	38.960620464310914
A71EV2A-x1145b	3lox__1__1.A_1.B_1.C__1.D__1.C__1.D	2010-02-04 00:00:00	42.390870420263845	33.333333333333336	14.13029014008795
A71EV2A-x5219b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	50.99444131820031	95.45454545454544	48.67651216737301
A71EV2A-x5533a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.442805066458206	92.0	36.28738066114156
A71EV2A-x5409a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.402610912256286	92.0	43.61040203927578
A71EV2A-x5283b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.14667770863862	92.0	37.85494349194754
A71EV2A-x4885b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.62193408227704	92.0	39.212179355694886
A71EV2A-x5550a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.1603921005178	95.65217391304348	41.28385331353876
A71EV2A-x0732a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	46.6014670341884	82.3529411764706	38.37767873403751
A71EV2A-x7147a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.429195972447005	92.3076923076923	34.55002705148954
A71EV2A-x7420a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.857580320741846	92.0	32.988973895082495
A71EV2A-x4753a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	50.76286039411128	92.5925925925926	47.002648513066
A71EV2A-x0501b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.787317366395655	95.23809523809524	45.51173082513872
A71EV2A-x4320a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.50428151931884	86.95652173913044	35.22111436462508
A71EV2A-x0412a	2gfa__2__1.B__1.D__1.B__1.D	2006-03-21 00:00:00	48.57304270596652	20.0	9.714608541193304
A71EV2A-x5744a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.54492312566711	96.0	40.84312620064042
A71EV2A-x6802a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	33.42034519589519	92.3076923076923	30.84954941159556
A71EV2A-x5793b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.341410648387445	95.45454545454544	46.14407380073346
A71EV2A-x4374a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.049188930824	91.30434782608695	40.218824675969735
A71EV2A-x4914a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.13698061269345	92.0	37.84602216367798
A71EV2A-x1068c	3zz8__1__2.A__2.B__2.A__2.B	2011-08-31 00:00:00	54.27379020761683	75.0	40.70534265571262
A71EV2A-x0359a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.37111804321828	71.42857142857143	34.55079860229877
A71EV2A-x6838a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.703595450871546	92.5925925925926	37.68851430636255
A71EV2A-x5995a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.29590747817479	91.66666666666669	36.9379151883269
A71EV2A-x4921a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.20485603823722	96.0	46.27666179670772
A71EV2A-x4727a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.678176394662536	91.30434782608695	40.79311757773535
A71EV2A-x4669b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.70037489413964	91.30434782608695	35.33512490334488
A71EV2A-x3222a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.79557287801037	91.30434782608695	41.81334914948773
A71EV2A-x5081a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.65595798584826	91.30434782608695	38.94674424794841
A71EV2A-x0541a	4a1t__1__1.A__1.C_1.N__1.A__1.C	2011-09-19 00:00:00	48.28359324596608	12.5	6.03544915574576
A71EV2A-x3606a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	36.55661808371444	92.0	33.63208863701729
A71EV2A-x3867a	7ara__1__2.B__2.E__2.B__2.E	2020-10-23 00:00:00	52.50664117179342	77.27272727272727	40.57331363274946
A71EV2A-x5992b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.81210286355469	96.15384615384616	36.35779121495644
A71EV2A-x5022a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.8466210864454	91.66666666666669	36.52606932924162
A71EV2A-x0309a	5lug__1__1.C__1.G__1.C__1.G	2016-09-08 00:00:00	48.24545529996311	28.571428571428573	13.78441579998946
A71EV2A-x1778a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	50.62907525050056	87.5	44.30044084418798
A71EV2A-x5824a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.95279028313734	92.0	45.03656706048636
A71EV2A-x7442a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.1327551753316	88.46153846153847	37.271283424331806
A71EV2A-x4608a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.0773791999102	95.83333333333331	43.1991550665806
A71EV2A-x3665a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.67514121107863	92.3076923076923	36.62320727176488
A71EV2A-x7031a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	34.67217946711626	92.3076923076923	32.005088738876545
A71EV2A-x0432a	6t2x__1__1.B__1.D__1.B__1.D	2019-10-10 00:00:00	62.69873366596601	11.11111111111111	6.966525962885112
A71EV2A-x7256a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.62133989016647	88.88888888888889	38.77452434681464
A71EV2A-x4365b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.9157939368641	91.30434782608695	34.61876837713679
A71EV2A-x4894a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.49325447345621	92.0	43.69379411557972
A71EV2A-x7011a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	36.60608043883763	92.3076923076923	33.79022809738858
A71EV2A-x6797a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.76783763664121	92.5925925925926	33.118368182075194
A71EV2A-x4739a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.705059542727	88.46153846153847	37.77755267241235
A71EV2A-x5039a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.33311856739845	91.66666666666669	39.722025353448586
A71EV2A-x3066a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.19239933959261	95.23809523809524	40.18323746627868
A71EV2A-x5231a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.88610064645127	90.9090909090909	42.62372786041024
A71EV2A-x0515c	2h9h__1__1.A__1.C__1.A__1.C	2006-06-09 00:00:00	63.67267189157582	20.0	12.734534378315162
A71EV2A-x1146a	4ktc__1__1.A__1.B__1.A__1.B	2013-05-20 00:00:00	40.68125039941031	33.333333333333336	13.560416799803438
A71EV2A-x6991a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	34.762926400872814	88.88888888888889	30.90037902299806
A71EV2A-x1105b	1ppg__1__3.A__3.C__3.A__3.C	1991-10-24 00:00:00	46.934842625113575	14.285714285714286	6.704977517873369
A71EV2A-x4840a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.6672178345453	92.3076923076923	39.38512415496489
A71EV2A-x0831a	4gk9__1__1.A__1.D__1.A__1.D	2012-08-10 00:00:00	52.6986114912204	8.333333333333334	4.391550957601701
A71EV2A-x4291a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.97946803946973	91.66666666666669	36.647845702847256
A71EV2A-x7093a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	33.17825842121834	96.15384615384616	31.902171558863785
A71EV2A-x5819b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.03781222129061	92.0	41.434787243587365
A71EV2A-x4032a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.38101580836061	92.3076923076923	38.19786074617903
A71EV2A-x7015a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.9192074135435	92.5925925925926	33.258525382910655
A71EV2A-x5949a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.17766753154377	90.47619047619048	37.25598490949199
A71EV2A-x5666a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.11160282735459	88.46153846153847	39.90641788573675
A71EV2A-x5221a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.02562109769713	96.0	43.22459625378925
A71EV2A-x3993a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	45.41331319747525	77.77777777777777	35.32146582025852
A71EV2A-x7410a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.45739490444444	88.88888888888889	38.62879547061728
A71EV2A-x7580a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.091622248835215	92.3076923076923	41.62303592200174
A71EV2A-x4998b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.71344592275678	92.0	42.05637024893624
A71EV2A-x4540a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.545638966388736	92.3076923076923	36.50366673820498
A71EV2A-x4347a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.98725575592049	95.83333333333331	42.15445343275713
A71EV2A-x5203a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.82045028058438	92.3076923076923	41.37272333592404
A71EV2A-x4315a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.12895995082463	95.65217391304348	42.21030951818008
A71EV2A-x4882b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.70808603512525	91.30434782608695	38.08129594511435
A71EV2A-x4214a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.29057892804095	91.66666666666669	36.93303068403754
A71EV2A-x0525a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.87407478252396	71.42857142857143	34.910053416088545
A71EV2A-x5351a	4fvd__1__2.A__2.B__2.A__2.B	2012-06-29 00:00:00	50.02855797969947	85.0	42.52427428274455
A71EV2A-x4826a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	49.05431421061194	92.3076923076923	45.28090542518025
A71EV2A-x3279a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.66404422850073	90.9090909090909	41.5127674804552
A71EV2A-x3937a	7ara__1__2.B__2.E__2.B__2.E	2020-10-23 00:00:00	47.33486208962614	72.0	34.081100704530826
A71EV2A-x7379a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.8877192080582	88.88888888888889	40.789083740496174
