complex_id,most_similar_fragment,ECFP4_Tanimoto_Similarity,alignment_ok,failure_reason
A71EV2A-x4546a,A71EV2A-x0554b,0.32142857142857145,True,
A71EV2A-x4547a,A71EV2A-x0812a,0.4230769230769231,True,
A71EV2A-x4554a,A71EV2A-x0926a,0.42105263157894735,True,
A71EV2A-x4559a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4559b,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4563a,A71EV2A-x0926a,0.28,True,
A71EV2A-x4570a,A71EV2A-x0926a,0.4074074074074074,True,
A71EV2A-x4571a,A71EV2A-x0926a,0.3793103448275862,True,
A71EV2A-x4575a,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4580a,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x4580b,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x4583a,A71EV2A-x0926a,0.41509433962264153,True,
A71EV2A-x4583b,A71EV2A-x0926a,0.41509433962264153,True,
A71EV2A-x4586a,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x4596a,A71EV2A-x0926a,0.2459016393442623,True,
A71EV2A-x4596b,A71EV2A-x0926a,0.2459016393442623,True,
A71EV2A-x4596c,A71EV2A-x0926a,0.2459016393442623,True,
A71EV2A-x4606a,A71EV2A-x0926a,0.3684210526315789,True,
A71EV2A-x4606b,A71EV2A-x0926a,0.3684210526315789,True,
A71EV2A-x4608a,A71EV2A-x0926a,0.4,True,
A71EV2A-x4611a,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x4611b,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x4644a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4644b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4650a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4654a,A71EV2A-x0926a,0.35,True,
A71EV2A-x4656a,A71EV2A-x0926a,0.3684210526315789,True,
A71EV2A-x4661a,A71EV2A-x0926a,0.2982456140350877,True,
A71EV2A-x4669a,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x4669b,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x4670a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4673a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4673b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4674a,A71EV2A-x0926a,0.3559322033898305,True,
A71EV2A-x4674b,A71EV2A-x0926a,0.3559322033898305,True,
A71EV2A-x4674c,A71EV2A-x0926a,0.3559322033898305,True,
A71EV2A-x4675a,A71EV2A-x0926a,0.49019607843137253,True,
A71EV2A-x4684a,A71EV2A-x0926a,0.32142857142857145,True,
A71EV2A-x4689a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4694a,A71EV2A-x0926a,0.27586206896551724,True,
A71EV2A-x4695a,A71EV2A-x0926a,0.27586206896551724,True,
A71EV2A-x4701a,A71EV2A-x0926a,0.5434782608695652,True,
A71EV2A-x4703a,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x4706a,A71EV2A-x0926a,0.5,True,
A71EV2A-x4707a,A71EV2A-x0926a,0.5714285714285714,True,
A71EV2A-x4708a,A71EV2A-x0926a,0.45652173913043476,True,
A71EV2A-x4710a,A71EV2A-x0926a,0.26666666666666666,True,
A71EV2A-x4711a,A71EV2A-x0926a,0.26666666666666666,True,
A71EV2A-x4712a,A71EV2A-x0926a,0.4074074074074074,True,
A71EV2A-x4715a,A71EV2A-x0911a,0.2222222222222222,True,
A71EV2A-x4715b,A71EV2A-x0911a,0.2222222222222222,True,
A71EV2A-x4721a,A71EV2A-x0911a,0.22033898305084745,True,
A71EV2A-x4724a,A71EV2A-x0926a,0.2786885245901639,True,
A71EV2A-x4727a,A71EV2A-x0926a,0.4,True,
A71EV2A-x4735a,A71EV2A-x1140a,0.21875,True,
A71EV2A-x4736a,A71EV2A-x0926a,0.48936170212765956,True,
A71EV2A-x4739a,A71EV2A-x0926a,0.288135593220339,True,
A71EV2A-x4742a,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4742b,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4745a,A71EV2A-x0926a,0.3050847457627119,True,
A71EV2A-x4746a,A71EV2A-x0926a,0.288135593220339,True,
A71EV2A-x4748a,A71EV2A-x0926a,0.2711864406779661,True,
A71EV2A-x4751a,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x4752a,A71EV2A-x0739a,0.2,True,
A71EV2A-x4753a,A71EV2A-x0926a,0.2222222222222222,True,
A71EV2A-x4771a,A71EV2A-x0739a,0.19444444444444445,True,
A71EV2A-x4774a,A71EV2A-x0926a,0.49019607843137253,True,
A71EV2A-x4777a,A71EV2A-x0926a,0.27692307692307694,True,
A71EV2A-x4778a,A71EV2A-x0926a,0.27692307692307694,True,
A71EV2A-x4784a,A71EV2A-x0926a,0.5106382978723404,True,
A71EV2A-x4786a,A71EV2A-x0926a,0.4772727272727273,True,
A71EV2A-x4791a,A71EV2A-x0911a,0.234375,True,
A71EV2A-x4794a,A71EV2A-x0926a,0.3090909090909091,True,
A71EV2A-x4798a,A71EV2A-x1019a,0.19696969696969696,True,
A71EV2A-x4806a,A71EV2A-x0926a,0.40384615384615385,True,
A71EV2A-x4806b,A71EV2A-x0926a,0.40384615384615385,True,
A71EV2A-x4809a,A71EV2A-x0926a,0.3103448275862069,True,
A71EV2A-x4812a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4824a,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x4824b,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x4826a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4826b,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4827a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4827b,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4829a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4829b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4836a,A71EV2A-x0926a,0.4,True,
A71EV2A-x4838a,A71EV2A-x0926a,0.3508771929824561,True,
A71EV2A-x4839a,A71EV2A-x0486a,0.25396825396825395,True,
A71EV2A-x4840a,A71EV2A-x0926a,0.5,True,
A71EV2A-x4843a,A71EV2A-x0926a,0.4067796610169492,True,
A71EV2A-x4845a,A71EV2A-x0926a,0.54,True,
A71EV2A-x4846a,A71EV2A-x0926a,0.44,True,
A71EV2A-x4847a,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x4851a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4855a,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x4856a,A71EV2A-x0926a,0.375,True,
A71EV2A-x4872a,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4873a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4873b,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4874a,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x4874b,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x4877a,A71EV2A-x0926a,0.38181818181818183,True,
A71EV2A-x4877b,A71EV2A-x0926a,0.38181818181818183,True,
A71EV2A-x4880a,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x4880b,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x4882a,A71EV2A-x0926a,0.48,True,
A71EV2A-x4882b,A71EV2A-x0926a,0.48,True,
A71EV2A-x4883a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4883b,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4885a,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x4885b,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x4894a,A71EV2A-x0926a,0.22580645161290322,True,
A71EV2A-x4895a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4895b,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x4899a,A71EV2A-x0926a,0.35,True,
A71EV2A-x4899b,A71EV2A-x0926a,0.35,True,
A71EV2A-x4903a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4903b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4908a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4914a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4918a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4921a,A71EV2A-x0926a,0.25862068965517243,True,
A71EV2A-x4922a,A71EV2A-x0926a,0.26785714285714285,True,
A71EV2A-x4924a,A71EV2A-x0528a,0.3103448275862069,True,
A71EV2A-x4926a,A71EV2A-x0926a,0.23880597014925373,True,
A71EV2A-x4928a,A71EV2A-x0926a,0.2807017543859649,True,
A71EV2A-x4934a,A71EV2A-x0926a,0.234375,True,
A71EV2A-x4935a,A71EV2A-x0926a,0.49019607843137253,True,
A71EV2A-x4940a,A71EV2A-x0926a,0.22580645161290322,True,
A71EV2A-x4943a,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4943b,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4947a,A71EV2A-x0911a,0.20634920634920634,True,
A71EV2A-x4949a,A71EV2A-x0926a,0.34375,True,
A71EV2A-x4954a,A71EV2A-x0926a,0.2807017543859649,True,
A71EV2A-x4959a,A71EV2A-x0926a,0.38181818181818183,True,
A71EV2A-x4959b,A71EV2A-x0926a,0.38181818181818183,True,
A71EV2A-x4963a,A71EV2A-x1019a,0.27586206896551724,True,
A71EV2A-x4963b,A71EV2A-x1019a,0.27586206896551724,True,
A71EV2A-x4967a,A71EV2A-x0926a,0.296875,True,
A71EV2A-x4967b,A71EV2A-x0926a,0.296875,True,
A71EV2A-x4967c,A71EV2A-x0926a,0.296875,True,
A71EV2A-x4974a,A71EV2A-x0486a,0.25396825396825395,True,
A71EV2A-x4977a,A71EV2A-x0926a,0.3492063492063492,True,
A71EV2A-x4977b,A71EV2A-x0926a,0.3492063492063492,True,
A71EV2A-x4979a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4979b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4980a,A71EV2A-x0486a,0.25396825396825395,True,
A71EV2A-x4986a,A71EV2A-x0926a,0.34375,True,
A71EV2A-x4986b,A71EV2A-x0926a,0.34375,True,
A71EV2A-x4992a,A71EV2A-x0926a,0.2542372881355932,True,
A71EV2A-x4994a,A71EV2A-x0812a,0.46808510638297873,True,
A71EV2A-x4998a,A71EV2A-x0926a,0.32075471698113206,True,
A71EV2A-x4998b,A71EV2A-x0926a,0.32075471698113206,True,
A71EV2A-x5015a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x5015b,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x5016a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x5022a,A71EV2A-x0926a,0.36065573770491804,True,
A71EV2A-x5022b,A71EV2A-x0926a,0.36065573770491804,True,
A71EV2A-x5028a,A71EV2A-x0926a,0.2711864406779661,True,
A71EV2A-x5036a,A71EV2A-x0926a,0.3103448275862069,True,
A71EV2A-x5036b,A71EV2A-x0926a,0.3103448275862069,True,
A71EV2A-x5039a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x5039b,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x5052a,A71EV2A-x0926a,0.2631578947368421,True,
A71EV2A-x5065a,A71EV2A-x0926a,0.23333333333333334,True,
A71EV2A-x5073a,A71EV2A-x0926a,0.2631578947368421,True,
A71EV2A-x5079a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x5079b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x5081a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x5081b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x5082a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x5082b,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x5090a,A71EV2A-x0926a,0.3392857142857143,True,
A71EV2A-x5091a,A71EV2A-x0911a,0.32727272727272727,True,
A71EV2A-x5104a,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x5106a,A71EV2A-x0812a,0.23333333333333334,True,
A71EV2A-x5150a,A71EV2A-x0926a,0.3392857142857143,True,
A71EV2A-x5151a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x5171a,A71EV2A-x0926a,0.3148148148148148,True,
A71EV2A-x5171b,A71EV2A-x0926a,0.3148148148148148,True,
A71EV2A-x5177a,A71EV2A-x0926a,0.2459016393442623,True,
A71EV2A-x5182a,A71EV2A-x0926a,0.3064516129032258,True,
A71EV2A-x5200a,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x5203a,A71EV2A-x0926a,0.3620689655172414,True,
A71EV2A-x5203b,A71EV2A-x0926a,0.3620689655172414,True,
A71EV2A-x5210a,A71EV2A-x0926a,0.2631578947368421,True,
A71EV2A-x5210b,A71EV2A-x0926a,0.2631578947368421,True,
A71EV2A-x5212a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x5213a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x5213b,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x5219a,A71EV2A-x0926a,0.5111111111111111,True,
A71EV2A-x5219b,A71EV2A-x0926a,0.5111111111111111,True,
A71EV2A-x5221a,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x5222a,A71EV2A-x0926a,0.22535211267605634,True,
A71EV2A-x5226a,A71EV2A-x0451a,0.2698412698412698,True,
A71EV2A-x5231a,A71EV2A-x0926a,0.4791666666666667,True,
A71EV2A-x5247a,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5247b,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5249a,A71EV2A-x0926a,0.36065573770491804,True,
A71EV2A-x5255a,A71EV2A-x0922a,0.23214285714285715,True,
A71EV2A-x5258a,A71EV2A-x0812a,0.23333333333333334,True,
A71EV2A-x5261a,A71EV2A-x0926a,0.3492063492063492,True,
A71EV2A-x5262a,A71EV2A-x0812a,0.2,True,
A71EV2A-x5262b,A71EV2A-x0812a,0.2,True,
A71EV2A-x5268a,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x5276a,A71EV2A-x0926a,0.45454545454545453,True,
A71EV2A-x5277a,A71EV2A-x1140a,0.2727272727272727,True,
A71EV2A-x5278a,A71EV2A-x0926a,0.35,True,
A71EV2A-x5283a,A71EV2A-x0926a,0.3548387096774194,True,
A71EV2A-x5283b,A71EV2A-x0926a,0.3548387096774194,True,
A71EV2A-x5288a,A71EV2A-x0926a,0.4098360655737705,True,
A71EV2A-x5288b,A71EV2A-x0926a,0.4098360655737705,True,
A71EV2A-x5289a,A71EV2A-x0926a,0.4,True,
A71EV2A-x5289b,A71EV2A-x0926a,0.4,True,
A71EV2A-x5317a,A71EV2A-x0884a,0.25,True,
A71EV2A-x5339a,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5339b,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5351a,A71EV2A-x0926a,0.5365853658536586,True,
A71EV2A-x5359a,A71EV2A-x0926a,0.3275862068965517,True,
A71EV2A-x5359b,A71EV2A-x0926a,0.3275862068965517,True,
A71EV2A-x5366a,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5366b,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5381a,A71EV2A-x0554b,0.31666666666666665,True,
A71EV2A-x5381b,A71EV2A-x0554b,0.31666666666666665,True,
A71EV2A-x5383a,A71EV2A-x0926a,0.29508196721311475,True,
A71EV2A-x5387a,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x5387b,A71EV2A-x0926a,0.29310344827586204,True,
A71EV2A-x5388a,A71EV2A-x1019a,0.2711864406779661,True,
A71EV2A-x5389a,A71EV2A-x0926a,0.42105263157894735,True,
A71EV2A-x5393a,A71EV2A-x0926a,0.5319148936170213,True,
A71EV2A-x5394a,A71EV2A-x0926a,0.5106382978723404,True,
A71EV2A-x5394b,A71EV2A-x0926a,0.5106382978723404,True,
A71EV2A-x5398a,A71EV2A-x1019a,0.28125,True,
A71EV2A-x5401a,A71EV2A-x0926a,0.4782608695652174,True,
A71EV2A-x5402a,A71EV2A-x0926a,0.44,True,
A71EV2A-x5403a,A71EV2A-x0926a,0.43103448275862066,True,
A71EV2A-x5409a,A71EV2A-x0528a,0.32727272727272727,True,
A71EV2A-x5409b,A71EV2A-x0528a,0.32727272727272727,True,
A71EV2A-x5424a,A71EV2A-x0926a,0.5208333333333334,True,
A71EV2A-x5424b,A71EV2A-x0926a,0.5208333333333334,True,
A71EV2A-x5425a,A71EV2A-x0926a,0.5,True,
A71EV2A-x5425b,A71EV2A-x0926a,0.5,True,
A71EV2A-x5427a,A71EV2A-x0926a,0.4166666666666667,True,
A71EV2A-x5431a,A71EV2A-x0926a,0.2982456140350877,True,
A71EV2A-x5431b,A71EV2A-x0926a,0.2982456140350877,True,
A71EV2A-x5448a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x5449a,A71EV2A-x0926a,0.43859649122807015,True,
A71EV2A-x5449b,A71EV2A-x0926a,0.43859649122807015,True,
A71EV2A-x5452a,A71EV2A-x0926a,0.36666666666666664,True,
A71EV2A-x5452b,A71EV2A-x0926a,0.36666666666666664,True,
A71EV2A-x5460a,A71EV2A-x0926a,0.25,True,
A71EV2A-x5461a,A71EV2A-x0926a,0.3157894736842105,True,
A71EV2A-x5462a,A71EV2A-x0926a,0.25862068965517243,True,
A71EV2A-x5466a,A71EV2A-x0926a,0.41818181818181815,True,
A71EV2A-x5475a,A71EV2A-x0926a,0.36666666666666664,True,
A71EV2A-x5475b,A71EV2A-x0926a,0.36666666666666664,True,
A71EV2A-x5479a,A71EV2A-x0926a,0.3898305084745763,True,
A71EV2A-x5482a,A71EV2A-x0926a,0.3770491803278688,True,
A71EV2A-x5488a,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x5489a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x5489b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x5494a,A71EV2A-x1019a,0.26229508196721313,True,
A71EV2A-x5497a,A71EV2A-x0911a,0.2631578947368421,True,
A71EV2A-x5509a,A71EV2A-x0926a,0.423728813559322,True,
A71EV2A-x5512a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x5512b,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x5525a,A71EV2A-x0926a,0.4426229508196721,True,
A71EV2A-x5525b,A71EV2A-x0926a,0.4426229508196721,True,
A71EV2A-x5526a,A71EV2A-x0926a,0.43859649122807015,True,
A71EV2A-x5533a,A71EV2A-x0926a,0.38333333333333336,True,
A71EV2A-x5539a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x5539b,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x5544a,A71EV2A-x0926a,0.4126984126984127,True,
A71EV2A-x5550a,A71EV2A-x0926a,0.40384615384615385,True,
A71EV2A-x5556a,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x5559a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x5570a,A71EV2A-x0926a,0.3148148148148148,True,
A71EV2A-x5572a,A71EV2A-x0926a,0.2542372881355932,True,
A71EV2A-x5576a,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x5576b,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x5581a,A71EV2A-x0926a,0.5,True,
A71EV2A-x5584a,A71EV2A-x0926a,0.3898305084745763,True,
A71EV2A-x5584b,A71EV2A-x0926a,0.3898305084745763,True,
A71EV2A-x5594a,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x5594b,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x5598a,A71EV2A-x0926a,0.3492063492063492,True,
A71EV2A-x5598b,A71EV2A-x0926a,0.3492063492063492,True,
A71EV2A-x5599a,A71EV2A-x0926a,0.42592592592592593,True,
A71EV2A-x5599b,A71EV2A-x0926a,0.42592592592592593,True,
A71EV2A-x5604a,A71EV2A-x0926a,0.3968253968253968,True,
A71EV2A-x5608a,A71EV2A-x0926a,0.26785714285714285,True,
A71EV2A-x5608b,A71EV2A-x0926a,0.26785714285714285,True,
A71EV2A-x5635a,A71EV2A-x0926a,0.234375,True,
A71EV2A-x5635b,A71EV2A-x0926a,0.234375,True,
A71EV2A-x5665a,A71EV2A-x0926a,0.26229508196721313,True,
A71EV2A-x5666a,A71EV2A-x0926a,0.35714285714285715,True,
A71EV2A-x5673a,A71EV2A-x0926a,0.2459016393442623,True,
A71EV2A-x5676a,A71EV2A-x0926a,0.26229508196721313,True,
A71EV2A-x5687a,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x5699a,A71EV2A-x0926a,0.25806451612903225,True,
A71EV2A-x5705a,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x5705b,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x5721a,A71EV2A-x0486a,0.25,True,
A71EV2A-x5721b,A71EV2A-x0486a,0.25,True,
A71EV2A-x5727a,A71EV2A-x0309a,0.23529411764705882,True,
A71EV2A-x5728a,A71EV2A-x0926a,0.2833333333333333,True,
A71EV2A-x5744a,A71EV2A-x0926a,0.22727272727272727,True,
A71EV2A-x5747a,A71EV2A-x0926a,0.4583333333333333,True,
A71EV2A-x5753a,A71EV2A-x0926a,0.3275862068965517,True,
A71EV2A-x5758a,A71EV2A-x1019a,0.26666666666666666,True,
A71EV2A-x5758b,A71EV2A-x1019a,0.26666666666666666,True,
A71EV2A-x5764a,A71EV2A-x0926a,0.30357142857142855,True,
A71EV2A-x5764b,A71EV2A-x0926a,0.30357142857142855,True,
A71EV2A-x5766a,A71EV2A-x0486a,0.25,True,
A71EV2A-x5777a,A71EV2A-x0486a,0.25,True,
A71EV2A-x5777b,A71EV2A-x0486a,0.25,True,
A71EV2A-x5779a,A71EV2A-x0926a,0.35714285714285715,True,
A71EV2A-x5788a,A71EV2A-x0926a,0.3968253968253968,True,
A71EV2A-x5793a,A71EV2A-x0926a,0.42,True,
A71EV2A-x5793b,A71EV2A-x0926a,0.42,True,
A71EV2A-x5798a,A71EV2A-x1140a,0.3018867924528302,True,
A71EV2A-x5798b,A71EV2A-x1140a,0.3018867924528302,True,
A71EV2A-x5802a,A71EV2A-x1140a,0.3018867924528302,True,
A71EV2A-x5802b,A71EV2A-x1140a,0.3018867924528302,True,
A71EV2A-x5808a,A71EV2A-x0926a,0.36231884057971014,True,
A71EV2A-x5808b,A71EV2A-x0926a,0.36231884057971014,True,
A71EV2A-x5819a,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5819b,A71EV2A-x0926a,0.27419354838709675,True,
A71EV2A-x5822a,A71EV2A-x0853a,0.31666666666666665,True,
A71EV2A-x5824a,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x5824b,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x5830a,A71EV2A-x1019a,0.26229508196721313,True,
A71EV2A-x5833a,A71EV2A-x0926a,0.3968253968253968,True,
A71EV2A-x5836a,A71EV2A-x0911a,0.17105263157894737,True,
A71EV2A-x5850a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x5854a,A71EV2A-x0812a,0.20588235294117646,True,
A71EV2A-x5857a,A71EV2A-x0926a,0.3787878787878788,True,
A71EV2A-x5864a,A71EV2A-x0926a,0.3787878787878788,True,
A71EV2A-x5868a,A71EV2A-x0926a,0.26666666666666666,True,
A71EV2A-x5877a,A71EV2A-x0926a,0.38571428571428573,True,
A71EV2A-x5879a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x5879b,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x5884a,A71EV2A-x0926a,0.352112676056338,True,
A71EV2A-x5891a,A71EV2A-x0926a,0.2714285714285714,True,
A71EV2A-x5894a,A71EV2A-x0812a,0.25,True,
A71EV2A-x5898a,A71EV2A-x0812a,0.22580645161290322,True,
A71EV2A-x5949a,A71EV2A-x0926a,0.29508196721311475,True,
A71EV2A-x5992a,A71EV2A-x0926a,0.3050847457627119,True,
A71EV2A-x5992b,A71EV2A-x0926a,0.3050847457627119,True,
A71EV2A-x5995a,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x5995b,A71EV2A-x0926a,0.38596491228070173,True,
A71EV2A-x6021a,A71EV2A-x0926a,0.43859649122807015,True,
A71EV2A-x6025a,A71EV2A-x0926a,0.35714285714285715,True,
A71EV2A-x6027a,A71EV2A-x0926a,0.43859649122807015,True,
A71EV2A-x6028a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x6032a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x6035a,A71EV2A-x0926a,0.36764705882352944,True,
A71EV2A-x6714a,A71EV2A-x0926a,0.234375,True,
A71EV2A-x6726a,A71EV2A-x0926a,0.296875,True,
A71EV2A-x6730a,A71EV2A-x0926a,0.21428571428571427,True,
A71EV2A-x6736a,A71EV2A-x0926a,0.4090909090909091,True,
A71EV2A-x6738a,A71EV2A-x0926a,0.3787878787878788,True,
A71EV2A-x6739a,A71EV2A-x0926a,0.352112676056338,True,
A71EV2A-x6746a,A71EV2A-x0487a,0.2153846153846154,True,
A71EV2A-x6769a,A71EV2A-x0926a,0.352112676056338,True,
A71EV2A-x6776a,A71EV2A-x0926a,0.2878787878787879,True,
A71EV2A-x6778a,A71EV2A-x0926a,0.373134328358209,True,
A71EV2A-x6791a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x6794a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x6797a,A71EV2A-x0517a,0.3424657534246575,True,
A71EV2A-x6802a,A71EV2A-x0926a,0.373134328358209,True,
A71EV2A-x6808a,A71EV2A-x0926a,0.3968253968253968,True,
A71EV2A-x6816a,A71EV2A-x0926a,0.2638888888888889,True,
A71EV2A-x6816b,A71EV2A-x0926a,0.2638888888888889,True,
A71EV2A-x6818a,A71EV2A-x0926a,0.2835820895522388,True,
A71EV2A-x6819a,A71EV2A-x0926a,0.2878787878787879,True,
A71EV2A-x6821a,A71EV2A-x0926a,0.2835820895522388,True,
A71EV2A-x6827a,A71EV2A-x0926a,0.38461538461538464,True,
A71EV2A-x6832a,A71EV2A-x0926a,0.4166666666666667,True,
A71EV2A-x6838a,A71EV2A-x1140a,0.18840579710144928,True,
A71EV2A-x6841a,A71EV2A-x0926a,0.3076923076923077,True,
A71EV2A-x6844a,A71EV2A-x0926a,0.3076923076923077,True,
A71EV2A-x6847a,A71EV2A-x0926a,0.2878787878787879,True,
A71EV2A-x6851a,A71EV2A-x0926a,0.2878787878787879,True,
A71EV2A-x6853a,A71EV2A-x0926a,0.30158730158730157,True,
A71EV2A-x6856a,A71EV2A-x0926a,0.2602739726027397,True,
A71EV2A-x6877a,A71EV2A-x0812a,0.20588235294117646,True,
A71EV2A-x6895a,A71EV2A-x0926a,0.3968253968253968,True,
A71EV2A-x6914a,A71EV2A-x0926a,0.3472222222222222,True,
A71EV2A-x6920a,A71EV2A-x0926a,0.423728813559322,True,
A71EV2A-x6925a,A71EV2A-x0926a,0.390625,True,
A71EV2A-x6932a,A71EV2A-x1019a,0.26229508196721313,True,
A71EV2A-x6934a,A71EV2A-x0926a,0.2903225806451613,True,
