fragalysis_code,smiles,experimental_pKD
A71EV2A-x4514a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1 |a:3|,4.618930913825583
A71EV2A-x4519a,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1 |a:3|,4.424218724311264
A71EV2A-x4519b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1 |a:3|,4.424218724311264
A71EV2A-x4524a,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl |a:14|,4.612661045864782
A71EV2A-x4540a,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1 |a:3|,3.7253509633996433
A71EV2A-x4547a,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21 |&1:7|,5.116903441948165
A71EV2A-x4554a,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:17|,5.161195917717353
A71EV2A-x4571a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F |&1:1|,4.462842099070634
A71EV2A-x4575a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1 |a:3|,4.618930913825583
A71EV2A-x4580a,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1 |a:3|,4.424218724311264
A71EV2A-x4580b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1 |a:3|,4.424218724311264
A71EV2A-x4583a,CN1c2ccccc2C[C@H]1C(=O)N1CCC[C@H](C(N)=O)C1 |&1:9|,4.598941671349912
A71EV2A-x4583b,CN1c2ccccc2C[C@H]1C(=O)N1CCC[C@H](C(N)=O)C1 |&1:9|,4.598941671349912
A71EV2A-x4596a,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1 |&1:3|,4.611743840379951
A71EV2A-x4596c,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1 |&1:3|,4.611743840379951
A71EV2A-x4596b,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1 |&1:3|,4.611743840379951
A71EV2A-x4606a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2SCc3cccnc32)C1 |&1:10|,4.60382166833978
A71EV2A-x4606b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2SCc3cccnc32)C1 |&1:10|,4.60382166833978
A71EV2A-x4608a,Cn1cc2c(n1)CCC[C@H]2C(=O)N1CCC[C@H](C(N)=O)C1 |&1:9|,3.7495909235288316
A71EV2A-x4654a,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2S(=O)(=O)CCC3)C1 |a:3|,4.616184634019569
A71EV2A-x4656a,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC(F)F)C1 |a:3|,4.325140144305149
A71EV2A-x4661a,"COc1ccccc1[C@H](C)N1C[C@H](C(N)=O)CCC1=O |&1:8,&2:12|",5.565980102355844
A71EV2A-x4669a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1 |a:3|,4.037176387439713
A71EV2A-x4669b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1 |a:3|,4.037176387439713
A71EV2A-x4670a,CSc1cccc(Br)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5.23959580735841
A71EV2A-x4674a,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1 |a:3|,4.5141394746468695
A71EV2A-x4674b,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1 |a:3|,4.5141394746468695
A71EV2A-x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1 |a:3|,4.5141394746468695
A71EV2A-x4675a,CS(=O)(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:17|,4.018181392829336
A71EV2A-x4684a,CSc1ccccc1N(C)C(=O)N1CC[C@H](C(N)=O)C1 |a:15|,4.640164517660112
A71EV2A-x4689a,CSc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.407893372233542
A71EV2A-x4694a,CSc1ccccc1CN1C[C@H](C(N)=O)CCC1=O |o1:11|,4.6439741428068775
A71EV2A-x4701a,CSCC1(CC(=O)N2CCC[C@H](C(N)=O)C2)CC1 |a:11|,4.0270354434741735
A71EV2A-x4703a,CSc1cn(C)nc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,3.761033004441306
A71EV2A-x4706a,NC(=O)[C@H]1CCCN(C(=O)C2CCSCC2)C1 |a:3|,4.603800652904264
A71EV2A-x4707a,NC(=O)[C@H]1CCCN(C(=O)CC2CSC2)C1 |a:3|,4.607306606035202
A71EV2A-x4708a,NC(=O)[C@H]1CCCN(C(=O)C2(O)CCSCC2)C1 |a:3|,4.388276691992658
A71EV2A-x4710a,CSc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1 |o1:10|,4.610891805164698
A71EV2A-x4712a,CSc1ccccc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.601955140820748
A71EV2A-x4721a,CSc1ccccc1CC(=O)N1CCNC(=O)C1,4.006123085058789
A71EV2A-x4724a,CSc1ccccc1CC(=O)N1CCC(F)(F)[C@H](C(N)=O)C1 |&1:17|,4.92096962924201
A71EV2A-x4727a,CSc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)c(C)nn1C |a:11|,4.6073172842698655
A71EV2A-x4735a,CSc1ccccc1CC(=O)N1CCC[C@H]1c1cnc[nH]1 |&1:15|,4.853871964321762
A71EV2A-x4736a,"CSC[C@H]1C[C@H]1C(=O)N1CCC[C@H](C(N)=O)C1 |&1:3,5|",4.808721339045607
A71EV2A-x4739a,"CSc1ccccc1CC(=O)N1CC[C@H]2[C@H](C1)[C@H]2C(N)=O |&1:14,&2:15,&3:17|",4.558200508454535
A71EV2A-x4745a,CSc1ccccc1CC(=O)N1CCC[C@H](S(N)(=O)=O)C1 |&1:15|,4.603800652904264
A71EV2A-x4746a,CSc1ccccc1CC(=O)N1CCC[C@H](C(F)F)C1 |&1:15|,3.883316455303125
A71EV2A-x4751a,CSc1ccccc1CC(=O)N1CCC[C@H](CF)C1 |&1:15|,4.015189894778023
A71EV2A-x4753a,CSc1ccccc1CC(=O)N1CCC[C@](F)(C(N)=O)C1 |&1:15|,3.8397825513691886
A71EV2A-x4774a,CSc1nccnc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.781195179900988
A71EV2A-x4778a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@H](C(N)=O)C1 |o1:19|,4.828494707777949
A71EV2A-x4784a,NC(=O)[C@H]1CCCN(C(=O)C[C@H]2CSCCS2)C1 |&1:11|,4.617982957425132
A71EV2A-x4791a,"CSc1ccccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@H]21 |&1:15,20|",4.035167674220528
A71EV2A-x4794a,CSc1ccccc1CC(=O)N1CCC[C@H](O)C1 |&1:15|,4.0254883072626715
A71EV2A-x4798a,CSc1ccccc1CC(=O)N1CC[C@](O)(c2c[nH]nn2)C1 |&1:14|,4.017390444950877
A71EV2A-x4809a,CSc1ccccc1CC(=O)N1CCC[C@H](CCO)C1 |&1:15|,3.7794804346789226
A71EV2A-x4812a,CSc1cncnc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.176969771296364
A71EV2A-x4824a,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.8268386347140675
A71EV2A-x4824b,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.8268386347140675
A71EV2A-x4826a,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.452530294347775
A71EV2A-x4826b,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.452530294347775
A71EV2A-x4827a,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.534026193176526
A71EV2A-x4827b,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.534026193176526
A71EV2A-x4829a,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5.262803072736122
A71EV2A-x4829b,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5.262803072736122
A71EV2A-x4840a,NC(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,3.660111973943557
A71EV2A-x4843a,COc1ccc(C(F)(F)F)cc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,4.561127532480804
A71EV2A-x4845a,COc1cc(Br)c(CC(=O)N2CCC[C@H](C(N)=O)C2)cc1OC |a:14|,3.7202298309212716
A71EV2A-x4851a,CSc1c(F)cccc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.319967775442991
A71EV2A-x4856a,CSc1ccc(Br)cc1CC(=O)N1CC[C@H](C(N)=O)C1 |a:15|,4.166573738364501
A71EV2A-x4873a,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl |a:14|,4.612661045864782
A71EV2A-x4873b,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl |a:14|,4.612661045864782
A71EV2A-x4883a,CSc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.2209855861319525
A71EV2A-x4883b,CSc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.2209855861319525
A71EV2A-x4885a,"CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1 |&1:13,&2:16|",4.1315895194873935
A71EV2A-x4885b,"CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1 |&1:13,&2:16|",4.1315895194873935
A71EV2A-x4894a,CSc1ccccc1CC(=O)N1CCC[C@](O)(C(N)=O)C1 |&1:15|,3.955966436496336
A71EV2A-x4895a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl |&1:1|,4.277445359017488
A71EV2A-x4895b,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl |&1:1|,4.277445359017488
A71EV2A-x4899a,COc1ncccc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.601213898998983
A71EV2A-x4899b,COc1ncccc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.601213898998983
A71EV2A-x4903a,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5.262803072736122
A71EV2A-x4903b,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5.262803072736122
A71EV2A-x4914a,CSc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.097431091411007
A71EV2A-x4918a,CSc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.072700933344527
A71EV2A-x4922a,CSc1ccccc1N1C[C@H](C(N)=O)CCC1=O |o1:10|,4.6020599913279625
A71EV2A-x4924a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc(F)c2)C1 |&1:3|,4.255233465290414
A71EV2A-x4963a,COC[C@]12C[C@@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2 |o1:3|,4.028724151261895
A71EV2A-x4963b,COC[C@]12C[C@@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2 |o1:3|,4.028724151261895
A71EV2A-x4974a,Cn1ncc2ccc(CN3C[C@H](C(N)=O)CCC3=O)cc21 |o1:11|,4.026655009457717
A71EV2A-x4977a,CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,6.128863936621021
A71EV2A-x4977b,CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,6.128863936621021
A71EV2A-x4979a,NC(=O)[C@H]1CCCN(C(=O)Cc2ncncc2Cl)C1 |a:3|,4.03673794170959
A71EV2A-x4979b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncncc2Cl)C1 |a:3|,4.03673794170959
A71EV2A-x4986a,CSc1ccc(N2CCCC2=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,5.0622764945153795
A71EV2A-x4986b,CSc1ccc(N2CCCC2=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,5.0622764945153795
A71EV2A-x4935a,CSc1cscc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:14|,5.073475651835252
A71EV2A-x4940a,CSc1ccccc1CC(=O)N1CCC[C@](O)(C(N)=O)C1 |&1:15|,3.955966436496336
A71EV2A-x4943a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1 |o1:10|,4.826813731587726
A71EV2A-x4943b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1 |o1:10|,4.826813731587726
A71EV2A-x4954a,CCc1ccsc1CN1C[C@H](C(N)=O)CCC1=O |&1:10|,4.668737062060432
A71EV2A-x4992a,"Cn1cc(CC(=O)N2C[C@H](C(N)=O)C[C@@H]3C[C@@H]32)cn1 |&1:9,14,16|",4.608000737058194
A71EV2A-x4994a,Cn1nc(CC(=O)N2CC(C(N)=O)C2)c2ccccc21,4.610833915635467
A71EV2A-x5015a,C=Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1 |a:14|,5.099072631333438
A71EV2A-x5015b,C=Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1 |a:14|,5.099072631333438
A71EV2A-x5022a,CSc1nc2c(cc1NC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2 |a:15|,4.217527375833714
A71EV2A-x5022b,CSc1nc2c(cc1NC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2 |a:15|,4.217527375833714
A71EV2A-x5036a,COc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1 |&1:10|,4.608183969818477
A71EV2A-x5036b,COc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1 |&1:10|,4.608183969818477
A71EV2A-x5039a,CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.186217598084144
A71EV2A-x5039b,CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,5.186217598084144
A71EV2A-x5052a,NC(=O)[C@H]1CCC(=O)N([C@@H]2CCCc3ccccc32)C1 |o1:3|,4.5934598195660445
A71EV2A-x5079a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1 |a:3|,3.43690985073048
A71EV2A-x5079b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1 |a:3|,3.43690985073048
A71EV2A-x5081a,NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1 |a:3|,4.037630664329979
A71EV2A-x5081b,NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1 |a:3|,4.037630664329979
A71EV2A-x5082a,N#Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1 |a:14|,4.625197671079573
A71EV2A-x5082b,N#Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1 |a:14|,4.625197671079573
A71EV2A-x5090a,Cn1cc(NS(=O)(=O)N2CCC[C@H](C(N)=O)C2)cn1 |a:12|,5.738140147629213
A71EV2A-x5106a,"Cn1ccnc1[C@H](c1ccccc1)N1C[C@H](C(N)=O)CC1=O |&1:6,&2:15|",4.649751981665837
A71EV2A-x5150a,Cn1cc(NS(=O)(=O)N2CCC[C@H](C(N)=O)C2)cn1 |a:12|,5.738140147629213
A71EV2A-x5151a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2SCC3)C1 |a:3|,3.551812748385584
A71EV2A-x5171a,"CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1 |a:13,18|",5.207231875935455
A71EV2A-x5171b,"CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1 |a:13,18|",5.207231875935455
A71EV2A-x5177a,"CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |o1:13,18,20|",5.676463453677816
A71EV2A-x5182a,CSc1ccncc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.881756561812204
A71EV2A-x5200a,"CSc1ccccc1CC(=O)N1C[C@H](C)C[C@@H](C(N)=O)C1 |o1:13,16|",4.494060495927921
A71EV2A-x5203a,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1 |&1:16|,4.084730020129478
A71EV2A-x5203b,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1 |&1:16|,4.084730020129478
A71EV2A-x5210a,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1 |o1:3|,4.631937259138866
A71EV2A-x5210b,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1 |o1:3|,4.631937259138866
A71EV2A-x5212a,N#Cc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.424812155072339
A71EV2A-x5213a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1 |a:3|,4.653647025549361
A71EV2A-x5213b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1 |a:3|,4.653647025549361
A71EV2A-x5221a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3ncsc23)C1 |a:3|,3.9648133085158968
A71EV2A-x5226a,CNC(=O)c1oc2ccccc2c1CN1C[C@H](C(N)=O)CCC1=O |&1:16|,4.027340564735919
A71EV2A-x5231a,"CS[C@@H]1CCCC[C@H]1OC(=O)N1CCC[C@H](C(N)=O)C1 |o1:2,7|",3.5961527992975952
A71EV2A-x5247a,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C |o1:14,20|",5.370420577541523
A71EV2A-x5247b,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C |o1:14,20|",5.370420577541523
A71EV2A-x5249a,CSc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCCO2 |a:15|,3.9795272089559
A71EV2A-x5261a,CSc1ccc2cnccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,5.772572568212773
A71EV2A-x5262a,CSc1ccccc1CC(=O)N1C[C@H]2C[C@@]1(CC(N)=O)C2 |&1:15|,4.051345937463026
A71EV2A-x5262b,CSc1ccccc1CC(=O)N1C[C@H]2C[C@@]1(CC(N)=O)C2 |&1:15|,4.051345937463026
A71EV2A-x5268a,"CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1 |o1:13,16|",4.006585256974127
A71EV2A-x5276a,CSc1ccc(C2CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,5.5276774658141035
A71EV2A-x5277a,NC(=O)[C@]12CN(C(=O)Cc3ccccc3Cl)C[C@@H](C1)C2 |&1:3|,4.0045909104114665
A71EV2A-x5278a,COc1ccc(Cl)cc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:17|,3.989247537499024
A71EV2A-x5283a,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,5.775683273773221
A71EV2A-x5283b,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,5.775683273773221
A71EV2A-x5288a,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,3.79526753551538
A71EV2A-x5288b,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,3.79526753551538
A71EV2A-x5289a,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,5.313218576201494
A71EV2A-x5289b,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,5.313218576201494
A71EV2A-x5317a,"CNC(=O)[C@@H](c1cccc(C)c1)N1C[C@H](C(N)=O)CC1=O |&1:4,14|",4.5968794788241825
A71EV2A-x5339a,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",5.163175522827518
A71EV2A-x5339b,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",5.163175522827518
A71EV2A-x5351a,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1 |a:3|,4.042264201974706
A71EV2A-x5359a,C=Cc1ccccc1CS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.5951662833800615
A71EV2A-x5359b,C=Cc1ccccc1CS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.5951662833800615
A71EV2A-x5366a,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",5.163175522827518
A71EV2A-x5366b,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",5.163175522827518
A71EV2A-x5383a,CSc1ccccc1[C@H](NC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1 |&1:8|,5.186061162833519
A71EV2A-x5387a,"CSc1ccccc1CC(=O)N1C[C@H](O)C[C@@H](C(N)=O)C1 |&1:13,16|",3.66094239119996
A71EV2A-x5387b,"CSc1ccccc1CC(=O)N1C[C@H](O)C[C@@H](C(N)=O)C1 |&1:13,16|",3.66094239119996
A71EV2A-x5389a,COc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCS2 |a:15|,4.29598340377612
A71EV2A-x5398a,"COC[C@@]1(C)C[C@H](C(N)=O)CN1C(=O)Cc1cc(Br)ccc1SC |&1:3,6|",5.510062512868513
A71EV2A-x5403a,CSc1ccc(SC(C)(C)C)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5.1112214896446675
A71EV2A-x5409a,NC(=O)CC1CCN(C(=O)c2cccc(F)c2)CC1,4.5977462809495115
A71EV2A-x5409b,NC(=O)CC1CCN(C(=O)c2cccc(F)c2)CC1,4.5977462809495115
A71EV2A-x5424a,Cc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)s1 |&1:12|,4.633044431676764
A71EV2A-x5424b,Cc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)s1 |&1:12|,4.633044431676764
A71EV2A-x5425a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccsc2)C1 |&1:3|,4.589713631215067
A71EV2A-x5425b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccsc2)C1 |&1:3|,4.589713631215067
A71EV2A-x5427a,NC(=O)[C@H]1CCN(C(=O)Cc2c(Cl)cccc2Cl)C1 |&1:3|,4.7544873321858505
A71EV2A-x5431a,"NC(=O)[C@H]1CCN(C(=O)[C@H]2SCCc3sccc32)C1 |&1:3,&2:9|",4.430090742898188
A71EV2A-x5431b,"NC(=O)[C@H]1CCN(C(=O)[C@H]2SCCc3sccc32)C1 |&1:3,&2:9|",4.430090742898188
A71EV2A-x5448a,N#Cc1nccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1 |a:14|,4.006352818021342
A71EV2A-x5449a,CSc1ccc(S(C)(=O)=O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,5.609697925694327
A71EV2A-x5449b,CSc1ccc(S(C)(=O)=O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,5.609697925694327
A71EV2A-x5466a,C#Cc1ccc(C)c(OC(=O)N2CCC[C@H](C(N)=O)C2)c1 |a:15|,3.8964015060220625
A71EV2A-x5475a,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2 |o1:8|,4.060454118763697
A71EV2A-x5475b,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2 |o1:8|,4.060454118763697
A71EV2A-x5479a,Cc1ccc2cccnc2c1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,4.597502408486665
A71EV2A-x5482a,Cc1cc2sccc2c(Cl)c1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,4.215114698485657
A71EV2A-x5488a,"COC[C@H]1CC[C@H](C(N)=O)CN1C(=O)Cc1ccccc1SC |o1:3,6|",4.011460574435142
A71EV2A-x5494a,"CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)[C@@H]1C |o1:16,20|",4.01122507362837
A71EV2A-x5497a,CN(C)C(=O)[C@@H](c1ccccc1)N1C[C@H](C(N)=O)CC1=O |o1:14|,4.003097753980533
A71EV2A-x5509a,CSc1ccc(-c2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,5.983523026568097
A71EV2A-x5512a,CSc1ccc(C(=O)Nc2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:24|,6.058292496038209
A71EV2A-x5512b,CSc1ccc(C(=O)Nc2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:24|,6.058292496038209
A71EV2A-x5525a,CSc1ccc(-c2cc[nH]n2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5.955905430140241
A71EV2A-x5525b,CSc1ccc(-c2cc[nH]n2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5.955905430140241
A71EV2A-x5526a,CSc1ccc(-c2ccccc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,5.7575850142068425
A71EV2A-x5533a,CSc1ccc(OC2CC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,4.674438823846753
A71EV2A-x5544a,CSc1ncnc(-c2cn[nH]c2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5.579850424620521
A71EV2A-x5550a,"NC(=O)[C@H]1CCCN(C(=O)[C@H]2CC[C@H]2c2ccc(Cl)cc2)C1 |&1:10,&2:13|",4.000869458712629
A71EV2A-x5556a,"C[C@H](c1ccc(Cl)c(Br)c1)N1C[C@H](C(N)=O)CCC1=O |&1:1,&2:12|",4.041436116778033
A71EV2A-x5559a,N#Cc1ccc(Br)cc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,4.421371068072836
A71EV2A-x5570a,NC(=O)[C@H]1CCN(C(=O)[C@H]2CSc3ccccc32)C1 |&1:9|,4.1290096443216555
A71EV2A-x5572a,Cc1ccc2ccccc2c1N1C[C@H](C(N)=O)CCC1=O |&1:13|,3.9425768354879955
A71EV2A-x5581a,CSc1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:17|,5.699017277769941
A71EV2A-x5594a,N#Cc1ccncc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.504331180271011
A71EV2A-x5594b,N#Cc1ccncc1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,4.504331180271011
A71EV2A-x5598a,CSc1ccc(N2CCOCC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,4.924868863339022
A71EV2A-x5598b,CSc1ccc(N2CCOCC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,4.924868863339022
A71EV2A-x5599a,Cc1ccc2c(c1OC(=O)N1CCC[C@H](C(N)=O)C1)CCC2 |a:14|,4.479326279665005
